Trace
Swept SA
A.24.56,N9000B
3441827242.01625,-42.7351226806641
3441949667.39825,-49.3403816223145
3442072092.78025,-39.3853149414063
3442194518.16225,-49.5564842224121
3442316943.54425,-40.5671234130859
3442439368.92625,-52.7637748718262
3442561794.30825,-42.6756858825684
3442684219.69025,-57.6518707275391
3442806645.07225,-42.48095703125
3442929070.45425,-44.9617538452148
3443051495.83625,-41.0794677734375
3443173921.21825,-45.6151428222656
3443296346.60025,-43.1476097106934
3443418771.98225,-51.3836898803711
3443541197.36425,-43.0249061584473
3443663622.74625,-52.885196685791
3443786048.12825,-40.3284530639648
3443908473.51025,-49.3567962646484
3444030898.89225,-40.1741485595703
3444153324.27425,-48.8453140258789
3444275749.65625,-40.8664894104004
3444398175.03825,-52.5413398742676
3444520600.42025,-43.3226776123047
3444643025.80225,-45.9262084960938
3444765451.18425,-40.7048645019531
3444887876.56625,-46.9345703125
3445010301.94825,-43.5417518615723
3445132727.33025,-51.7631340026855
3445255152.71225,-42.1630439758301
3445377578.09425,-48.0899543762207
3445500003.47625,-42.6437225341797
3445622428.85825,-58.5010948181152
3445744854.24025,-41.8316497802734
3445867279.62225,-47.0295028686523
3445989705.00425,-42.6032981872559
3446112130.38625,-52.6878356933594
3446234555.76825,-45.9959754943848
3446356981.15025,-51.1586418151855
3446479406.53225,-40.6076278686523
3446601831.91425,-47.7149353027344
3446724257.29625,-40.3719215393066
3446846682.67825,-48.4853591918945
3446969108.06025,-41.478946685791
3447091533.44225,-50.2119331359863
3447213958.82425,-41.6349601745605
3447336384.20625,-50.4737815856934
3447458809.58825,-38.7461357116699
3447581234.97025,-46.7221374511719
3447703660.35225,-40.4411087036133
3447826085.73425,-44.1544799804688
3447948511.11625,-39.3785972595215
3448070936.49825,-52.9107208251953
3448193361.88025,-44.0478591918945
3448315787.26225,-54.8923187255859
3448438212.64425,-45.7016754150391
3448560638.02625,-48.9726142883301
3448683063.40825,-45.6474990844727
3448805488.79025,-53.3199729919434
3448927914.17225,-44.1712188720703
3449050339.55425,-50.735408782959
3449172764.93625,-40.608455657959
3449295190.31825,-47.358585357666
3449417615.70025,-40.6255683898926
3449540041.08225,-46.3688354492188
3449662466.46425,-41.8494453430176
3449784891.84625,-49.9930152893066
3449907317.22825,-40.4128532409668
3450029742.61025,-52.5853462219238
3450152167.99225,-41.8160552978516
3450274593.37425,-52.9647827148438
3450397018.75625,-44.744987487793
3450519444.13825,-55.2418212890625
3450641869.52025,-42.1721839904785
3450764294.90225,-60.3696823120117
3450886720.28425,-37.9781112670898
3451009145.66625,-46.8639640808105
3451131571.04825,-38.3068351745605
3451253996.43025,-47.761531829834
3451376421.81225,-40.7110214233398
3451498847.19425,-54.7928771972656
3451621272.57625,-37.9941711425781
3451743697.95825,-52.635311126709
3451866123.34025,-37.4321517944336
3451988548.72225,-45.4125671386719
3452110974.10425,-41.1864166259766
3452233399.48625,-52.1830101013184
3452355824.86825,-43.3605690002441
3452478250.25025,-47.1356735229492
3452600675.63225,-39.9014320373535
3452723101.01425,-52.0437889099121
3452845526.39625,-45.6451683044434
3452967951.77825,-49.2203712463379
3453090377.16025,-44.4944686889648
3453212802.54225,-51.6539535522461
3453335227.92425,-46.3665580749512
3453457653.30625,-61.4905548095703
3453580078.68825,-44.4353561401367
3453702504.07025,-43.9625282287598
3453824929.45225,-38.9375038146973
3453947354.83425,-41.3088798522949
3454069780.21625,-38.7348709106445
3454192205.59825,-48.5041160583496
3454314630.98025,-41.6505737304688
3454437056.36225,-58.3017654418945
3454559481.74425,-43.2433891296387
3454681907.12625,-53.2757415771484
3454804332.50825,-45.4954414367676
3454926757.89025,-52.1066665649414
3455049183.27225,-47.001537322998
3455171608.65425,-54.2683258056641
3455294034.03625,-42.2202491760254
3455416459.41825,-55.8265991210938
3455538884.80025,-43.7042922973633
3455661310.18225,-46.0212860107422
3455783735.56425,-41.572452545166
3455906160.94625,-51.349048614502
3456028586.32825,-41.6535034179688
3456151011.71025,-53.8127632141113
3456273437.09225,-44.3810615539551
3456395862.47425,-51.3039016723633
3456518287.85625,-43.1061553955078
3456640713.23825,-47.1671524047852
3456763138.62025,-41.2227210998535
3456885564.00225,-58.938102722168
3457007989.38425,-41.2714385986328
3457130414.76625,-54.8623542785645
3457252840.14825,-43.3390235900879
3457375265.53025,-53.8608436584473
3457497690.91225,-42.141284942627
3457620116.29425,-50.8456077575684
3457742541.67625,-40.1314430236816
3457864967.05825,-54.4154052734375
3457987392.44025,-42.9060363769531
3458109817.82225,-51.5229034423828
3458232243.20425,-44.1835632324219
3458354668.58625,-55.8651161193848
3458477093.96825,-46.1071014404297
3458599519.35025,-55.5118217468262
3458721944.73225,-40.4512405395508
3458844370.11425,-52.5076103210449
3458966795.49625,-42.9612579345703
3459089220.87825,-47.5345039367676
3459211646.26025,-39.8284301757813
3459334071.64225,-45.490852355957
3459456497.02425,-39.8675918579102
3459578922.40625,-52.6258277893066
3459701347.78825,-40.6571235656738
3459823773.17025,-60.205436706543
3459946198.55225,-43.9057502746582
3460068623.93425,-53.6448669433594
3460191049.31625,-44.4064521789551
3460313474.69825,-61.0863075256348
3460435900.08025,-42.2951889038086
3460558325.46225,-45.609489440918
3460680750.84425,-40.2022972106934
3460803176.22625,-50.0068206787109
3460925601.60825,-41.5444984436035
3461048026.99025,-50.6699447631836
3461170452.37225,-39.9998741149902
3461292877.75425,-56.810546875
3461415303.13625,-47.5919761657715
3461537728.51825,-58.5319786071777
3461660153.90025,-40.7087669372559
3461782579.28225,-53.1972808837891
3461905004.66425,-41.4159851074219
3462027430.04625,-48.9260406494141
3462149855.42825,-44.1406059265137
3462272280.81025,-44.5857124328613
3462394706.19225,-42.6055297851563
3462517131.57425,-49.925235748291
3462639556.95625,-44.6613578796387
3462761982.33825,-48.5437660217285
3462884407.72025,-40.5003547668457
3463006833.10225,-50.3239898681641
3463129258.48425,-41.6794013977051
3463251683.86625,-56.1154975891113
3463374109.24825,-42.4285125732422
3463496534.63025,-52.9657707214355
3463618960.01225,-42.0318565368652
3463741385.39425,-49.70947265625
3463863810.77625,-40.6320114135742
3463986236.15825,-51.4140014648438
3464108661.54025,-42.3607902526855
3464231086.92225,-52.3696250915527
3464353512.30425,-40.8823051452637
3464475937.68625,-57.3938598632813
3464598363.06825,-42.8425903320313
3464720788.45025,-50.9082565307617
3464843213.83225,-44.312671661377
3464965639.21425,-63.8293838500977
3465088064.59625,-42.454963684082
3465210489.97825,-50.9873123168945
3465332915.36025,-37.0996894836426
3465455340.74225,-47.0725135803223
3465577766.12425,-44.1883583068848
3465700191.50625,-44.0969657897949
3465822616.88825,-36.5459632873535
3465945042.27025,-52.959774017334
3466067467.65225,-41.1718635559082
3466189893.03425,-47.0981292724609
3466312318.41625,-39.4324760437012
