Trace
Swept SA
A.24.56,N9000B
3401928020.70044,-63.3492393493652
3401930961.79444,-68.7657089233398
3401933902.88844,-57.107593536377
3401936843.98244,-50.661190032959
3401939785.07644,-45.9742088317871
3401942726.17044,-42.9690055847168
3401945667.26444,-41.2846450805664
3401948608.35844,-40.4629287719727
3401951549.45244,-40.1813278198242
3401954490.54644,-40.1795959472656
3401957431.64044,-40.4637031555176
3401960372.73444,-41.6189918518066
3401963313.82844,-43.9731063842773
3401966254.92244,-47.5934638977051
3401969196.01644,-51.973217010498
3401972137.11044,-56.0841979980469
3401975078.20444,-59.1439590454102
3401978019.29844,-60.7873115539551
3401980960.39244,-61.7873077392578
3401983901.48644,-63.9153099060059
3401986842.58044,-62.4997253417969
3401989783.67444,-62.4177856445313
3401992724.76844,-55.2213706970215
3401995665.86244,-51.5045433044434
3401998606.95644,-48.1853370666504
3402001548.05044,-45.8908958435059
3402004489.14444,-44.9667892456055
3402007430.23844,-44.9437255859375
3402010371.33244,-45.1783485412598
3402013312.42644,-44.0366592407227
3402016253.52044,-42.1449584960938
3402019194.61444,-40.4964332580566
3402022135.70844,-39.6312026977539
3402025076.80244,-39.5620613098145
3402028017.89644,-39.8035087585449
3402030958.99044,-41.1780815124512
3402033900.08444,-43.8743591308594
3402036841.17844,-47.7984733581543
3402039782.27244,-52.5459823608398
3402042723.36644,-59.605827331543
3402045664.46044,-63.3891525268555
3402048605.55444,-63.2961235046387
3402051546.64844,-57.7046852111816
3402054487.74244,-56.7805786132813
3402057428.83644,-56.7131462097168
3402060369.93044,-56.9358215332031
3402063311.02444,-58.070629119873
3402066252.11844,-58.0603637695313
3402069193.21244,-50.2811698913574
3402072134.30644,-46.5387496948242
3402075075.40044,-44.2485733032227
3402078016.49444,-43.6546783447266
3402080957.58844,-43.6904907226563
3402083898.68244,-44.9456100463867
3402086839.77644,-47.7306213378906
3402089780.87044,-50.9141082763672
3402092721.96444,-53.0267524719238
3402095663.05844,-53.702507019043
3402098604.15244,-50.8141975402832
3402101545.24644,-48.122989654541
3402104486.34044,-45.7935638427734
3402107427.43444,-44.5383949279785
3402110368.52844,-44.441951751709
3402113309.62244,-44.8258895874023
3402116250.71644,-46.9871711730957
3402119191.81044,-51.4522514343262
3402122132.90444,-59.0948753356934
3402125073.99844,-67.7631149291992
3402128015.09244,-59.7100219726563
3402130956.18644,-53.9189224243164
3402133897.28044,-49.7865600585938
3402136838.37444,-47.6422920227051
3402139779.46844,-47.3350944519043
3402142720.56244,-47.5552062988281
3402145661.65644,-49.5117073059082
3402148602.75044,-53.2165336608887
3402151543.84444,-57.3326301574707
3402154484.93844,-61.4436111450195
3402157426.03244,-64.3694152832031
3402160367.12644,-64.2106781005859
3402163308.22044,-51.8878784179688
3402166249.31444,-47.6991996765137
3402169190.40844,-45.2016830444336
3402172131.50244,-44.433723449707
3402175072.59644,-44.4396705627441
3402178013.69044,-45.4900054931641
3402180954.78444,-48.4123954772949
3402183895.87844,-53.3305587768555
3402186836.97244,-61.0619163513184
3402189778.06644,-72.5211639404297
3402192719.16044,-70.6141052246094
3402195660.25444,-70.3572463989258
3402198601.34844,-68.6617965698242
3402201542.44244,-64.6625442504883
3402204483.53644,-58.8629112243652
3402207424.63044,-52.5982513427734
3402210365.72444,-47.0733680725098
3402213306.81844,-42.9068756103516
3402216247.91244,-40.3479232788086
3402219189.00644,-39.4852523803711
3402222130.10044,-39.4860801696777
3402225071.19444,-40.3589401245117
3402228012.28844,-42.9127197265625
3402230953.38244,-46.8880310058594
3402233894.47644,-51.3292198181152
3402236835.57044,-54.7908668518066
3402239776.66444,-53.6525955200195
3402242717.75844,-53.5715065002441
3402245658.85244,-47.1088943481445
3402248599.94644,-45.5798263549805
3402251541.04044,-45.4629020690918
3402254482.13444,-45.8920669555664
3402257423.22844,-48.2632484436035
3402260364.32244,-52.8128051757813
3402263305.41644,-58.8717727661133
3402266246.51044,-63.8078536987305
3402269187.60444,-64.1354827880859
3402272128.69844,-64.0996170043945
3402275069.79244,-62.532154083252
3402278010.88644,-62.6473159790039
3402280951.98044,-64.6643981933594
3402283893.07444,-72.1764678955078
3402286834.16844,-67.9656066894531
3402289775.26244,-66.873405456543
3402292716.35644,-66.9075088500977
3402295657.45044,-69.1720352172852
3402298598.54444,-73.8111877441406
3402301539.63844,-75.6362838745117
3402304480.73244,-70.1625900268555
3402307421.82644,-66.5814361572266
3402310362.92044,-64.1521835327148
3402313304.01444,-63.141040802002
3402316245.10844,-63.0855522155762
3402319186.20244,-63.2817764282227
3402322127.29644,-63.9549751281738
3402325068.39044,-64.873908996582
3402328009.48444,-65.8252639770508
3402330950.57844,-65.6264343261719
3402333891.67244,-65.6042175292969
3402336832.76644,-66.3388519287109
3402339773.86044,-68.6946716308594
3402342714.95444,-68.5282592773438
3402345656.04844,-55.2429847717285
3402348597.14244,-50.5355262756348
3402351538.23644,-47.3460159301758
3402354479.33044,-45.2870712280273
3402357420.42444,-43.9346313476563
3402360361.51844,-43.0984077453613
3402363302.61244,-42.8466720581055
3402366243.70644,-42.8560333251953
3402369184.80044,-43.4123306274414
3402372125.89444,-45.0292320251465
3402375066.98844,-48.0250015258789
3402378008.08244,-52.0327339172363
3402380949.17644,-51.8424301147461
3402383890.27044,-51.790355682373
3402386831.36444,-49.1716766357422
3402389772.45844,-50.4703102111816
3402392713.55244,-49.1963691711426
3402395654.64644,-51.4984359741211
3402398595.74044,-49.0000686645508
3402401536.83444,-48.8882637023926
3402404477.92844,-49.3370513916016
3402407419.02244,-52.0256462097168
3402410360.11644,-58.8926544189453
3402413301.21044,-66.2647933959961
3402416242.30444,-64.0744476318359
3402419183.39844,-63.7962608337402
3402422124.49244,-63.8755874633789
3402425065.58644,-65.0931625366211
3402428006.68044,-68.5044708251953
3402430947.77444,-74.1257171630859
3402433888.86844,-70.3244171142578
3402436829.96244,-68.8311920166016
3402439771.05644,-68.7125625610352
3402442712.15044,-68.9753341674805
3402445653.24444,-68.7466354370117
3402448594.33844,-68.7107772827148
3402451535.43244,-65.3975448608398
3402454476.52644,-64.5357208251953
3402457417.62044,-64.4734115600586
3402460358.71444,-64.7378921508789
3402463299.80844,-66.050178527832
3402466240.90244,-68.0698165893555
3402469181.99644,-70.1389465332031
3402472123.09044,-71.9230880737305
3402475064.18444,-73.1577301025391
3402478005.27844,-73.2285232543945
3402480946.37244,-72.4767761230469
3402483887.46644,-73.0996322631836
3402486828.56044,-76.3112716674805
3402489769.65444,-76.1704559326172
3402492710.74844,-66.136100769043
3402495651.84244,-63.571174621582
3402498592.93644,-62.4704437255859
3402501534.03044,-62.3253631591797
3402504475.12444,-62.3987159729004
3402507416.21844,-63.0599670410156
3402510357.31244,-64.3406829833984
3402513298.40644,-66.1819915771484
3402516239.50044,-68.6205825805664
3402519180.59444,-72.0958862304688
3402522121.68844,-69.7656021118164
