Trace
Swept SA
A.24.56,N9000B
3416999565.25646,-68.7388763427734
3416999565.37246,-70.0615615844727
3416999565.48846,-70.9847640991211
3416999565.60446,-70.8247451782227
3416999565.72046,-69.4140014648438
3416999565.83646,-67.8649978637695
3416999565.95246,-66.9241409301758
3416999566.06846,-66.2195739746094
3416999566.18446,-65.7016448974609
3416999566.30046,-65.4081039428711
3416999566.41646,-65.2449569702148
3416999566.53246,-65.1010208129883
3416999566.64846,-65.0127792358398
3416999566.76446,-64.9560546875
3416999566.88046,-64.9342727661133
3416999566.99646,-64.9316024780273
3416999567.11246,-64.9057159423828
3416999567.22846,-64.875617980957
3416999567.34446,-64.7871627807617
3416999567.46046,-64.5884017944336
3416999567.57646,-64.3095397949219
3416999567.69246,-63.9951057434082
3416999567.80846,-63.6274490356445
3416999567.92446,-63.251953125
3416999568.04046,-62.9270286560059
3416999568.15646,-62.6333351135254
3416999568.27246,-62.3850479125977
3416999568.38846,-62.1876411437988
3416999568.50446,-62.0379295349121
3416999568.62046,-61.9360694885254
3416999568.73646,-61.8591440515976
3416999568.85246,-61.8856430053711
3416999568.96846,-61.9769859313965
3416999569.08446,-62.1530647277832
3416999569.20046,-62.4916725158691
3416999569.31646,-62.9782180786133
3416999569.43246,-63.6522636413574
3416999569.54846,-64.6152420043945
3416999569.66446,-65.854377746582
3416999569.78046,-67.0901489257813
3416999569.89646,-68.4421081542969
3416999570.01246,-69.6234283447266
3416999570.12846,-69.8815078735352
3416999570.24446,-69.1588745117188
3416999570.36046,-68.1775970458984
3416999570.47646,-67.3209075927734
3416999570.59246,-66.4277725219727
3416999570.70846,-65.7859878540039
3416999570.82446,-65.4510498046875
3416999570.94046,-65.2989730834961
3416999571.05646,-65.24916879173
3416999571.17246,-65.3866882324219
3416999571.28846,-65.5320816040039
3416999571.40446,-65.6812973022461
3416999571.52046,-65.8317489624023
3416999571.63646,-65.9113464355469
3416999571.75246,-65.922248840332
3416999571.86846,-65.9016189575195
3416999571.98446,-65.8473815917969
3416999572.10046,-65.7514763614668
3416999572.21646,-65.7719192504883
3416999572.33246,-65.8349990844727
3416999572.44846,-66.0009155273438
3416999572.56446,-66.3425064086914
3416999572.68046,-66.8398666381836
3416999572.79646,-67.4426956176758
3416999572.91246,-68.2068786621094
3416999573.02846,-69.0246124267578
3416999573.14446,-69.6623840332031
3416999573.26046,-70.1394805908203
3416999573.37646,-70.5255584716797
3416999573.49246,-70.7743072509766
3416999573.60846,-70.9454879760742
3416999573.72446,-71.3985214233398
3416999573.84046,-72.3189697265625
3416999573.95646,-73.2584609985352
3416999574.07246,-73.8764953613281
3416999574.18846,-74.3198928833008
3416999574.30446,-73.9974212646484
3416999574.42046,-72.3514404296875
3416999574.53646,-70.1152496337891
3416999574.65246,-68.3705520629883
3416999574.76846,-66.9654998779297
3416999574.88446,-65.8401412963867
3416999575.00046,-65.0599212646484
3416999575.11646,-64.5814590454102
3416999575.23246,-64.3106384277344
3416999575.34846,-64.2267936196506
3416999575.46446,-64.4041442871094
3416999575.58046,-64.6118927001953
3416999575.69646,-64.9379653930664
3416999575.81246,-65.1921997070313
3416999575.92846,-65.3210296630859
3416999576.04446,-65.3517456054688
3416999576.16046,-65.2264938354492
3416999576.27646,-64.9212188720703
3416999576.39246,-64.5805435180664
3416999576.50846,-64.2784652709961
3416999576.62446,-63.9880523681641
3416999576.74046,-63.8045654296875
3416999576.85646,-63.7411155700684
3416999576.97246,-63.7676010131836
3416999577.08846,-63.8815498352051
3416999577.20446,-64.0885772705078
3416999577.32046,-64.3097305297852
3416999577.43646,-64.5293807983398
3416999577.55246,-64.7485885620117
3416999577.66846,-64.9270629882813
3416999577.78446,-65.0620727539063
3416999577.90046,-65.1934356689453
3416999578.01646,-65.3405990600586
3416999578.13246,-65.49609375
3416999578.24846,-65.6808242797852
3416999578.36446,-65.8940200805664
3416999578.48046,-66.1381912231445
3416999578.59646,-66.4100799560547
3416999578.71246,-66.7066879272461
3416999578.82846,-67.0961380004883
3416999578.94446,-67.5817260742188
3416999579.06046,-68.1794204711914
3416999579.17646,-68.9727935791016
3416999579.29246,-70.0019683837891
3416999579.40846,-71.0301132202148
3416999579.52446,-72.0212020874023
3416999579.64046,-72.93359375
3416999579.75646,-73.2215881347656
3416999579.87246,-72.7050399780273
3416999579.98846,-71.8278274536133
3416999580.10446,-70.9347381591797
3416999580.22046,-69.8996200561523
3416999580.33646,-68.9565963745117
3416999580.45246,-68.1976699829102
3416999580.56846,-67.5471115112305
3416999580.68446,-66.9878692626953
3416999580.80046,-66.5232772827148
3416999580.91646,-66.1505508422852
3416999581.03246,-65.862419128418
3416999581.14846,-65.6646728515625
3416999581.26446,-65.5705555802352
3416999581.38046,-65.5898208618164
3416999581.49646,-65.7186660766602
3416999581.61246,-65.9745330810547
3416999581.72846,-66.3528060913086
3416999581.84446,-66.859733581543
3416999581.96046,-67.5093231201172
3416999582.07646,-68.2799606323242
3416999582.19246,-69.1608657836914
3416999582.30846,-70.2167129516602
3416999582.42446,-71.1640167236328
3416999582.54046,-71.888557434082
3416999582.65646,-72.4085998535156
3416999582.77246,-72.3639907836914
3416999582.88846,-71.5895462036133
3416999583.00446,-70.5015640258789
3416999583.12046,-69.4489517211914
3416999583.23646,-68.3043441772461
3416999583.35246,-67.2921752929688
3416999583.46846,-66.4936828613281
3416999583.58446,-65.8464050292969
3416999583.70046,-65.3545913696289
3416999583.81646,-65.0241775512695
3416999583.93246,-64.8251190185547
3416999584.04846,-64.7344938767383
3416999584.16446,-64.7826232910156
3416999584.28046,-64.9189147949219
3416999584.39646,-65.1509170532227
3416999584.51246,-65.4811553955078
3416999584.62846,-65.9044494628906
3416999584.74446,-66.4214096069336
3416999584.86046,-67.0530395507813
3416999584.97646,-67.806396484375
3416999585.09246,-68.6758346557617
3416999585.20846,-69.6849670410156
3416999585.32446,-70.8880157470703
3416999585.44046,-72.0196228027344
3416999585.55646,-73.0013885498047
3416999585.67246,-73.8225631713867
3416999585.78846,-74.0389175415039
3416999585.90446,-73.4713439941406
3416999586.02046,-72.5779113769531
3416999586.13646,-71.7251892089844
3416999586.25246,-70.7765960693359
3416999586.36846,-69.7150434883661
3416999586.48446,-69.3257142675575
3416999586.60046,-69.1986618041992
3416999586.71646,-69.198694338178
3416999586.83246,-69.3339837003005
3416999586.94846,-69.7315823538374
3416999587.06446,-70.8899841308594
3416999587.18046,-72.1150283813477
3416999587.29646,-74.0002136230469
3416999587.41246,-77.0971069335938
3416999587.52846,-79.982177734375
3416999587.64446,-81.1105804443359
3416999587.76046,-80.9739837646484
3416999587.87646,-80.0715637207031
3416999587.99246,-78.1140441894531
3416999588.10846,-75.7265853881836
3416999588.22446,-74.2419052124023
3416999588.34046,-73.4953079223633
3416999588.45646,-73.2074272076489
3416999588.57246,-73.2321624755859
